,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
12,2015-10-04,0.99,89538.02,1068.04,69555.83,2321.1,16593.05,13300.88,3292.17,0.0,conventional,2015,Pittsburgh
13,2015-09-27,1.11,91558.77,815.05,62972.23,1852.47,25919.02,14361.09,11557.93,0.0,conventional,2015,Pittsburgh
14,2015-09-20,1.19,74826.22,1137.38,44085.07,1176.81,28426.96,19393.09,9033.87,0.0,conventional,2015,Pittsburgh
15,2015-09-13,1.16,74962.45,1340.03,43000.49,998.6,29623.33,21080.82,8542.51,0.0,conventional,2015,Pittsburgh
16,2015-09-06,1.12,114216.62,1158.99,78578.82,2074.97,32403.84,23118.99,9284.85,0.0,conventional,2015,Pittsburgh
17,2015-08-30,1.37,74510.02,1493.6,40727.85,3632.29,28656.28,20079.07,8573.41,3.8,conventional,2015,Pittsburgh
18,2015-08-23,1.2,83196.11,1411.93,51014.61,1714.56,29055.01,18577.69,10477.32,0.0,conventional,2015,Pittsburgh
19,2015-08-16,1.23,87687.64,1314.23,53769.39,1381.07,31222.95,21335.31,9887.64,0.0,conventional,2015,Pittsburgh
20,2015-08-09,0.96,145930.35,1306.17,99815.2,3021.58,41787.4,26618.86,15168.54,0.0,conventional,2015,Pittsburgh
21,2015-08-02,1.43,74680.7,1309.11,42703.28,1151.93,29516.38,23664.27,5852.11,0.0,conventional,2015,Pittsburgh
22,2015-07-26,1.43,68936.46,1421.76,40238.45,1088.54,26187.71,20545.66,5642.05,0.0,conventional,2015,Pittsburgh
23,2015-07-19,1.44,73321.36,1296.93,43696.6,1675.99,26651.84,23700.61,2951.23,0.0,conventional,2015,Pittsburgh
24,2015-07-12,1.48,68846.81,1229.69,40944.72,2652.87,24019.53,21786.27,2221.89,11.37,conventional,2015,Pittsburgh
25,2015-07-05,1.23,115579.5,1635.6,67122.02,5316.06,41505.82,31488.54,10017.28,0.0,conventional,2015,Pittsburgh
26,2015-06-28,1.2,111690.04,1548.14,62790.32,3823.55,43528.03,31542.36,11981.88,3.79,conventional,2015,Pittsburgh
27,2015-06-21,1.34,88214.04,1680.72,43292.93,4210.41,39029.98,29949.74,9080.24,0.0,conventional,2015,Pittsburgh
28,2015-06-14,1.3,92713.49,1614.97,44490.6,3147.67,43460.25,34041.6,9418.65,0.0,conventional,2015,Pittsburgh
29,2015-06-07,1.33,84556.54,1734.03,43816.5,1482.9,37523.11,28434.19,9081.46,7.46,conventional,2015,Pittsburgh
30,2015-05-31,1.32,83007.91,1472.2,45514.38,1439.62,34581.71,24083.06,10498.65,0.0,conventional,2015,Pittsburgh
31,2015-05-24,1.01,181169.72,2157.12,117543.69,3203.21,58265.7,26280.32,31985.38,0.0,conventional,2015,Pittsburgh
32,2015-05-17,1.41,85405.61,1822.43,50365.05,1406.54,31811.59,24984.5,6827.09,0.0,conventional,2015,Pittsburgh
33,2015-05-10,1.46,82110.05,2099.7,48280.34,1279.05,30450.96,23419.51,7031.45,0.0,conventional,2015,Pittsburgh
34,2015-05-03,0.98,208821.04,5264.18,145405.43,5183.12,52968.31,24324.24,28644.07,0.0,conventional,2015,Pittsburgh
35,2015-04-26,1.44,79976.86,1820.06,44304.28,1309.41,32543.11,22762.11,9781.0,0.0,conventional,2015,Pittsburgh
36,2015-04-19,1.49,75775.26,1724.93,43528.57,1286.7,29235.06,29007.2,227.86,0.0,conventional,2015,Pittsburgh
37,2015-04-12,1.5,69339.77,1734.18,38757.55,1180.96,27667.08,27527.96,139.12,0.0,conventional,2015,Pittsburgh
38,2015-04-05,1.29,76146.82,2256.74,48395.44,1645.11,23849.53,23652.54,161.52,35.47,conventional,2015,Pittsburgh
39,2015-03-29,1.25,69747.2,2566.52,51530.22,1503.84,14146.62,14034.79,108.32,3.51,conventional,2015,Pittsburgh
40,2015-03-22,1.23,68499.85,2604.56,46711.0,1370.01,17814.28,10044.46,7769.82,0.0,conventional,2015,Pittsburgh
41,2015-03-15,1.23,71906.75,2450.87,44600.81,1291.66,23563.41,17661.43,5901.98,0.0,conventional,2015,Pittsburgh
42,2015-03-08,0.95,159735.96,2148.75,116151.4,3731.73,37704.08,19742.03,17962.05,0.0,conventional,2015,Pittsburgh
43,2015-03-01,1.25,65484.37,841.5,39074.28,1225.82,24342.77,19985.54,4357.23,0.0,conventional,2015,Pittsburgh
44,2015-02-22,1.26,70345.39,1496.07,42829.11,1187.76,24832.45,19166.04,5666.41,0.0,conventional,2015,Pittsburgh
45,2015-02-15,1.43,60213.79,1773.89,32544.28,1559.04,24336.58,19783.32,4553.26,0.0,conventional,2015,Pittsburgh
46,2015-02-08,1.38,66360.74,1904.73,37355.04,990.22,26110.75,20249.85,5860.9,0.0,conventional,2015,Pittsburgh
47,2015-02-01,1.25,112065.73,2685.5,75345.64,2164.35,31870.24,20561.48,11308.76,0.0,conventional,2015,Pittsburgh
48,2015-01-25,1.32,98722.79,1847.59,70060.41,2397.99,24416.8,17599.77,6817.03,0.0,conventional,2015,Pittsburgh
49,2015-01-18,1.47,59312.07,2147.08,36730.4,1075.26,19359.33,12321.55,7037.78,0.0,conventional,2015,Pittsburgh
50,2015-01-11,1.54,54644.32,1491.88,33759.12,1325.17,18068.15,12165.94,5902.21,0.0,conventional,2015,Pittsburgh
51,2015-01-04,1.52,54956.8,3013.04,35456.88,1561.7,14925.18,11264.8,3660.38,0.0,conventional,2015,Pittsburgh
0,2015-12-27,1.1,1306923.23,571602.6,404837.9,25188.57,305294.16,279127.08,24838.63,1328.45,conventional,2015,Plains
1,2015-12-20,1.13,1139861.64,497437.17,341262.17,27253.71,273908.59,255725.09,16936.24,1247.26,conventional,2015,Plains
2,2015-12-13,1.02,1472501.13,695419.91,463238.46,17927.73,295915.03,266174.79,28516.98,1223.26,conventional,2015,Plains
3,2015-12-06,1.08,1245289.61,579077.46,394656.96,13005.11,258550.08,243961.62,13539.44,1049.02,conventional,2015,Plains
4,2015-11-29,1.11,1099646.06,460759.58,364748.79,10648.01,263489.68,248449.51,14157.64,882.53,conventional,2015,Plains
5,2015-11-22,1.1,1281613.28,584490.6,403638.25,15421.83,278062.6,260079.65,16838.2,1144.75,conventional,2015,Plains
6,2015-11-15,1.09,1294866.75,549163.56,441216.08,17268.45,287218.66,270313.26,16012.74,892.66,conventional,2015,Plains
7,2015-11-08,1.12,1285586.97,513609.22,467808.56,19975.92,284193.27,266376.52,16399.34,1417.41,conventional,2015,Plains
8,2015-11-01,1.12,1350091.82,469390.49,584277.22,17013.86,279410.25,264897.41,13224.58,1288.26,conventional,2015,Plains
9,2015-10-25,1.11,1411354.54,559720.23,583990.89,15616.99,252026.43,237398.61,13346.37,1281.45,conventional,2015,Plains
10,2015-10-18,1.12,1368887.69,492966.35,588304.97,14931.07,272685.3,257340.06,13759.12,1586.12,conventional,2015,Plains
11,2015-10-11,1.05,1560845.55,708470.83,576153.62,14585.67,261635.43,248699.54,11296.81,1639.08,conventional,2015,Plains
12,2015-10-04,1.14,1309245.88,492561.57,566241.35,15401.65,235041.31,223134.82,10382.51,1523.98,conventional,2015,Plains
13,2015-09-27,0.99,1542657.96,564480.54,729792.24,14587.65,233797.53,221484.44,10779.94,1533.15,conventional,2015,Plains
14,2015-09-20,1.16,1386951.96,611683.23,506379.84,15441.14,253447.75,237139.11,15090.36,1218.28,conventional,2015,Plains
15,2015-09-13,1.13,1526985.3,727720.21,491074.45,15652.47,292538.17,271845.35,19120.68,1572.14,conventional,2015,Plains
16,2015-09-06,1.12,1714650.22,857114.48,547236.44,15397.86,294901.44,276258.81,17590.29,1052.34,conventional,2015,Plains
17,2015-08-30,1.13,1481150.17,699755.69,477305.38,14634.43,289454.67,270142.84,18056.86,1254.97,conventional,2015,Plains
18,2015-08-23,1.06,1731574.98,930286.05,498120.52,16041.72,287126.69,275002.9,10772.67,1351.12,conventional,2015,Plains
19,2015-08-16,1.08,1727851.85,911935.06,508403.31,14777.59,292735.89,277836.31,13619.13,1280.45,conventional,2015,Plains
20,2015-08-09,1.14,1605913.77,789751.38,498857.3,21090.12,296214.97,281135.85,13951.38,1127.74,conventional,2015,Plains
21,2015-08-02,1.13,1593031.18,761285.69,506914.62,33145.85,291685.02,276864.79,13477.89,1342.34,conventional,2015,Plains
22,2015-07-26,1.04,1844887.26,898275.28,576870.99,53882.08,315858.91,292786.5,21669.83,1402.58,conventional,2015,Plains
23,2015-07-19,1.09,1701986.81,824192.7,491747.17,37429.71,348617.23,332847.58,14512.26,1257.39,conventional,2015,Plains
24,2015-07-12,1.07,1808842.07,953323.15,530475.53,14462.47,310580.92,292683.09,12904.75,4993.08,conventional,2015,Plains
25,2015-07-05,1.06,1988311.9,927860.87,627548.45,19636.37,413266.21,396505.99,15522.11,1238.11,conventional,2015,Plains
26,2015-06-28,1.08,1826182.48,954738.73,480810.73,18637.71,371995.31,358087.94,12451.24,1456.13,conventional,2015,Plains
27,2015-06-21,1.08,1921720.44,1049002.63,474166.48,22901.69,375649.64,358605.35,15767.87,1276.42,conventional,2015,Plains
28,2015-06-14,1.06,1974806.07,1117926.72,443241.8,27161.21,386476.34,375290.39,9693.84,1492.11,conventional,2015,Plains
29,2015-06-07,1.04,2026464.23,1207877.63,445069.67,17034.85,356482.08,353409.98,1330.64,1741.46,conventional,2015,Plains
30,2015-05-31,1.09,1853451.18,1085643.8,418763.72,11918.96,337124.7,334423.95,902.84,1797.91,conventional,2015,Plains
31,2015-05-24,1.03,2026639.78,1221023.1,450494.18,12148.13,342974.37,338254.28,2828.9,1891.19,conventional,2015,Plains
32,2015-05-17,1.06,1966712.28,1228815.94,413931.34,11424.24,312540.76,308421.89,2567.1,1551.77,conventional,2015,Plains
33,2015-05-10,1.03,2105831.09,1319397.29,424405.51,12270.69,349757.6,344545.73,3874.51,1337.36,conventional,2015,Plains
34,2015-05-03,1.01,2333238.9,1485535.26,508885.83,17406.31,321411.5,311074.95,6744.66,3591.89,conventional,2015,Plains
35,2015-04-26,1.13,1787071.74,1022915.7,447514.72,23878.2,292763.12,278730.74,6240.25,7792.13,conventional,2015,Plains
36,2015-04-19,1.12,1801956.87,1055547.01,433296.82,33180.04,279933.0,272779.43,5725.48,1428.09,conventional,2015,Plains
37,2015-04-12,0.97,2160085.64,1423163.45,471484.38,12343.11,253094.7,246327.83,5726.34,1040.53,conventional,2015,Plains
38,2015-04-05,1.13,1668243.39,898263.98,437183.58,11645.81,321150.02,305406.51,9584.33,6159.18,conventional,2015,Plains
39,2015-03-29,1.08,1657404.68,912075.07,441015.24,10085.33,294229.04,286268.48,6846.07,1114.49,conventional,2015,Plains
40,2015-03-22,1.09,1651115.09,885071.63,450192.76,11548.82,304301.88,293708.39,9411.9,1181.59,conventional,2015,Plains
41,2015-03-15,1.1,1590080.35,839457.23,435373.81,10344.37,304904.94,300231.39,3729.66,943.89,conventional,2015,Plains
42,2015-03-08,1.11,1531085.64,838161.13,412581.04,9283.84,271059.63,269498.52,734.29,826.82,conventional,2015,Plains
43,2015-03-01,1.09,1619341.49,854129.32,460986.95,11417.67,292807.55,291293.85,540.74,972.96,conventional,2015,Plains
44,2015-02-22,1.08,1547969.24,818736.11,430679.66,20287.44,278266.03,276280.33,860.21,1125.49,conventional,2015,Plains
45,2015-02-15,1.05,1507821.92,847328.77,409541.36,17649.52,233302.27,231591.27,844.44,866.56,conventional,2015,Plains
46,2015-02-08,0.98,1794543.77,1077511.79,490403.56,12488.08,214140.34,212347.25,690.66,1102.43,conventional,2015,Plains
47,2015-02-01,0.92,2561325.42,1383259.28,926444.37,13768.85,237852.92,235274.47,1245.73,1332.72,conventional,2015,Plains
48,2015-01-25,1.08,1510836.96,841332.54,454162.3,14022.68,201319.44,198193.38,1929.49,1196.57,conventional,2015,Plains
49,2015-01-18,1.02,1674945.55,966515.75,485150.34,14504.7,208774.76,206579.02,1074.3,1121.44,conventional,2015,Plains
50,2015-01-11,1.09,1402841.83,737363.86,448207.79,10009.45,207260.73,205299.64,954.59,1006.5,conventional,2015,Plains
51,2015-01-04,1.01,1683795.3,1027842.3,466641.12,10476.89,178834.99,177360.2,440.57,1034.22,conventional,2015,Plains
0,2015-12-27,1.01,417190.47,87748.64,131201.91,16182.87,182057.05,181763.3,44.65,249.1,conventional,2015,Portland
1,2015-12-20,0.98,416298.84,82416.56,134956.77,13276.06,185649.45,185479.46,29.77,140.22,conventional,2015,Portland
2,2015-12-13,0.93,429103.52,94577.23,162734.28,12487.18,159304.83,159009.01,109.68,186.14,conventional,2015,Portland
3,2015-12-06,0.73,743770.2,90996.95,270188.87,13360.01,369224.37,363808.78,4531.76,883.83,conventional,2015,Portland
4,2015-11-29,1.04,353818.15,78566.84,113850.46,13672.29,147728.56,147268.25,89.0,371.31,conventional,2015,Portland
5,2015-11-22,1.03,380726.46,83017.79,131660.3,14806.53,151241.84,150474.71,7.4,759.73,conventional,2015,Portland
6,2015-11-15,0.9,568414.35,83998.38,199356.57,16340.66,268718.74,258913.25,2157.19,7648.3,conventional,2015,Portland
7,2015-11-08,1.04,406548.16,100419.74,152265.41,15085.38,138777.63,136935.61,236.07,1605.95,conventional,2015,Portland
8,2015-11-01,1.06,423475.77,98262.62,182672.87,11993.63,130546.65,130164.27,123.39,258.99,conventional,2015,Portland
9,2015-10-25,0.91,480396.16,95297.5,191061.91,13673.67,180363.08,178207.01,1322.84,833.23,conventional,2015,Portland
10,2015-10-18,1.05,438182.64,113111.46,188908.15,16086.11,120076.92,119843.01,92.18,141.73,conventional,2015,Portland
11,2015-10-11,0.79,657656.23,84270.47,324386.38,31627.53,217371.85,211701.25,3997.36,1673.24,conventional,2015,Portland
12,2015-10-04,1.13,421430.94,104149.05,172302.04,45229.53,99750.32,99417.33,165.46,167.53,conventional,2015,Portland
13,2015-09-27,0.9,484598.47,159779.59,187080.35,13101.24,124637.29,124612.73,1.84,22.72,conventional,2015,Portland
14,2015-09-20,0.94,566385.9,121425.14,291367.4,12831.81,140761.55,140535.44,58.92,167.19,conventional,2015,Portland
15,2015-09-13,1.0,535519.29,222536.88,181246.81,15103.06,116632.54,116569.24,22.02,41.28,conventional,2015,Portland
16,2015-09-06,1.1,465258.45,174913.44,188351.71,13357.86,88635.44,88369.14,231.21,35.09,conventional,2015,Portland
17,2015-08-30,1.14,427776.92,154462.2,186124.73,13235.52,73954.47,73781.04,138.56,34.87,conventional,2015,Portland
18,2015-08-23,1.08,545296.58,153011.47,274926.31,15312.9,102045.9,101670.76,332.04,43.1,conventional,2015,Portland
19,2015-08-16,1.17,465897.27,180693.46,190950.32,15332.72,78920.77,78821.71,94.95,4.11,conventional,2015,Portland
20,2015-08-09,1.19,448135.88,174171.38,185098.36,17536.12,71330.02,71232.22,89.57,8.23,conventional,2015,Portland
21,2015-08-02,1.14,501106.6,193728.54,217474.07,20132.68,69771.31,69761.93,7.32,2.06,conventional,2015,Portland
22,2015-07-26,1.18,433999.24,178906.95,171527.43,17189.62,66375.24,66239.5,135.74,0.0,conventional,2015,Portland
23,2015-07-19,1.18,446862.52,188492.76,180269.35,16444.94,61655.47,56419.16,5228.04,8.27,conventional,2015,Portland
24,2015-07-12,1.02,568129.75,264203.19,187613.16,17027.48,99285.92,88288.73,10900.79,96.4,conventional,2015,Portland
25,2015-07-05,1.19,574999.04,215805.97,273227.27,22969.6,62996.2,59731.74,3256.13,8.33,conventional,2015,Portland
26,2015-06-28,1.16,508174.09,196765.08,223128.51,21601.64,66678.86,66557.46,98.42,22.98,conventional,2015,Portland
27,2015-06-21,1.08,579558.0,170388.26,284787.85,32660.15,91721.74,89830.23,14.83,1876.68,conventional,2015,Portland
28,2015-06-14,1.08,622880.59,180452.62,323409.94,18608.64,100409.39,99951.29,393.39,64.71,conventional,2015,Portland
29,2015-06-07,1.16,543944.19,194122.57,239758.46,19235.07,90828.09,90346.52,473.22,8.35,conventional,2015,Portland
30,2015-05-31,1.01,600303.28,249742.24,226577.97,17218.66,106764.41,106687.47,51.91,25.03,conventional,2015,Portland
31,2015-05-24,1.01,606039.09,190231.27,295332.36,15508.11,104967.35,104757.58,136.92,72.85,conventional,2015,Portland
32,2015-05-17,1.06,487024.66,210129.55,162760.11,19253.03,94881.97,94742.82,0.0,139.15,conventional,2015,Portland
33,2015-05-10,0.91,675269.74,241819.96,295585.52,16212.44,121651.82,121155.5,338.86,157.46,conventional,2015,Portland
34,2015-05-03,0.95,644419.48,226738.24,305964.15,16791.96,94925.13,94890.92,7.35,26.86,conventional,2015,Portland
35,2015-04-26,0.95,571442.54,238672.89,224599.46,13860.48,94309.71,94185.46,85.32,38.93,conventional,2015,Portland
36,2015-04-19,0.99,610658.64,144514.6,337188.3,13456.08,115499.66,114658.35,690.46,150.85,conventional,2015,Portland
37,2015-04-12,1.16,433703.29,150701.62,199632.59,15964.76,67404.32,67361.2,43.12,0.0,conventional,2015,Portland
38,2015-04-05,1.22,432729.65,160806.41,178795.8,19335.81,73791.63,73228.59,144.25,418.79,conventional,2015,Portland
39,2015-03-29,1.2,401824.91,162580.71,163122.62,18487.16,57634.42,57229.61,402.85,1.96,conventional,2015,Portland
40,2015-03-22,1.1,426180.78,153885.51,213514.26,16449.01,42332.0,42292.09,37.97,1.94,conventional,2015,Portland
41,2015-03-15,1.21,392802.67,156506.22,160239.43,17300.74,58756.28,58756.28,0.0,0.0,conventional,2015,Portland
42,2015-03-08,1.17,419849.55,147899.8,201529.6,17444.77,52975.38,52751.04,220.46,3.88,conventional,2015,Portland
43,2015-03-01,0.94,598755.26,138994.95,359783.57,16252.3,83724.44,79396.05,4310.94,17.45,conventional,2015,Portland
44,2015-02-22,1.11,495032.46,117115.76,287695.04,15574.43,74647.23,74573.17,74.06,0.0,conventional,2015,Portland
45,2015-02-15,1.23,363889.04,140491.93,153003.62,16459.01,53934.48,51454.09,2472.63,7.76,conventional,2015,Portland
46,2015-02-08,1.08,447701.68,161940.61,232248.98,13386.63,40125.46,38999.96,1125.5,0.0,conventional,2015,Portland
47,2015-02-01,0.98,776237.93,165259.75,535324.57,15903.81,59749.8,48200.04,11547.81,1.95,conventional,2015,Portland
48,2015-01-25,1.09,432770.06,131530.29,229573.27,13384.3,58282.2,40428.06,17854.14,0.0,conventional,2015,Portland
49,2015-01-18,1.11,439617.61,155745.95,220991.54,14692.73,48187.39,34402.17,13785.22,0.0,conventional,2015,Portland
50,2015-01-11,1.05,510152.67,121596.43,292968.56,22743.24,72844.44,64831.61,8012.83,0.0,conventional,2015,Portland
51,2015-01-04,0.97,599965.86,126485.75,377138.79,19781.57,76559.75,61308.73,15251.02,0.0,conventional,2015,Portland
0,2015-12-27,0.96,208425.96,47444.55,86212.38,21669.44,53099.59,52596.72,502.87,0.0,conventional,2015,RaleighGreensboro
1,2015-12-20,0.98,189584.22,43169.56,78630.35,20913.36,46870.95,46617.48,253.47,0.0,conventional,2015,RaleighGreensboro
2,2015-12-13,0.98,207627.79,51042.68,86614.43,24041.02,45929.66,45573.83,355.83,0.0,conventional,2015,RaleighGreensboro
3,2015-12-06,0.97,210379.48,54037.25,84518.32,26500.57,45323.34,45120.91,202.43,0.0,conventional,2015,RaleighGreensboro
4,2015-11-29,0.98,185733.81,49084.79,72843.91,21863.66,41941.45,41606.59,334.86,0.0,conventional,2015,RaleighGreensboro
5,2015-11-22,1.02,179083.03,44120.52,75630.56,25366.63,33965.32,33573.06,392.26,0.0,conventional,2015,RaleighGreensboro
6,2015-11-15,1.0,238990.38,52380.29,112379.04,38424.89,35806.16,34671.43,1134.73,0.0,conventional,2015,RaleighGreensboro
7,2015-11-08,1.07,223564.41,61118.97,68546.36,52451.86,41447.22,39551.73,1895.49,0.0,conventional,2015,RaleighGreensboro
8,2015-11-01,1.12,229530.31,56638.78,60350.15,63741.6,48799.78,46809.56,1990.22,0.0,conventional,2015,RaleighGreensboro
9,2015-10-25,1.22,199222.68,52737.98,50170.35,50086.92,46227.43,44925.95,1301.48,0.0,conventional,2015,RaleighGreensboro
10,2015-10-18,1.23,217581.17,49804.3,64754.24,53069.24,49953.39,48619.54,1333.85,0.0,conventional,2015,RaleighGreensboro
11,2015-10-11,1.17,222606.79,47887.85,54545.59,69417.88,50755.47,48621.59,2133.88,0.0,conventional,2015,RaleighGreensboro
12,2015-10-04,1.29,187692.67,48417.65,56829.33,45935.19,36510.5,34300.9,2209.6,0.0,conventional,2015,RaleighGreensboro
13,2015-09-27,1.12,222849.89,47076.74,71030.22,69313.13,35429.8,33593.74,1836.06,0.0,conventional,2015,RaleighGreensboro
14,2015-09-20,1.22,216519.33,50149.22,63790.55,47238.12,55341.44,52100.42,3241.02,0.0,conventional,2015,RaleighGreensboro
15,2015-09-13,1.16,238903.72,63924.76,55553.71,37519.32,81905.93,80146.2,1759.73,0.0,conventional,2015,RaleighGreensboro
16,2015-09-06,1.04,301641.21,56439.41,83271.26,77352.73,84577.81,83519.16,1058.65,0.0,conventional,2015,RaleighGreensboro
17,2015-08-30,1.16,253577.94,52246.02,61767.29,42039.92,97524.71,97342.36,182.35,0.0,conventional,2015,RaleighGreensboro
18,2015-08-23,1.13,277977.73,50939.49,68496.4,46614.0,111927.84,111602.1,325.74,0.0,conventional,2015,RaleighGreensboro
19,2015-08-16,1.23,241120.74,50360.32,59216.72,47919.71,83623.99,83231.2,392.79,0.0,conventional,2015,RaleighGreensboro
20,2015-08-09,1.23,234070.7,42925.31,65067.83,44441.11,81636.45,81028.63,607.82,0.0,conventional,2015,RaleighGreensboro
21,2015-08-02,1.22,243248.66,49760.49,64419.93,44520.15,84548.09,84232.28,315.81,0.0,conventional,2015,RaleighGreensboro
22,2015-07-26,1.2,232204.85,50568.58,52944.26,41446.55,87245.46,87050.05,195.41,0.0,conventional,2015,RaleighGreensboro
23,2015-07-19,1.2,246513.23,46281.36,63762.88,45046.22,91422.77,90363.6,1059.17,0.0,conventional,2015,RaleighGreensboro
24,2015-07-12,1.19,247167.15,38293.85,78845.11,42204.73,87823.46,86455.56,1367.9,0.0,conventional,2015,RaleighGreensboro
25,2015-07-05,1.16,275670.52,42042.96,103086.21,40891.64,89649.71,88239.15,1410.56,0.0,conventional,2015,RaleighGreensboro
26,2015-06-28,1.17,255921.9,39793.34,84150.14,45055.08,86923.34,86724.24,199.1,0.0,conventional,2015,RaleighGreensboro
27,2015-06-21,1.17,264236.38,45414.99,87728.29,41369.1,89724.0,89158.23,565.77,0.0,conventional,2015,RaleighGreensboro
28,2015-06-14,1.11,286814.82,60157.22,95409.49,41274.25,89973.86,89685.43,288.43,0.0,conventional,2015,RaleighGreensboro
29,2015-06-07,1.14,259977.16,73208.0,61502.61,41892.02,83374.53,82782.86,591.67,0.0,conventional,2015,RaleighGreensboro
30,2015-05-31,1.16,262288.53,77231.53,60701.02,43537.37,80818.61,80542.5,276.11,0.0,conventional,2015,RaleighGreensboro
31,2015-05-24,1.21,267022.77,58855.6,80893.32,50072.71,77201.14,76580.12,621.02,0.0,conventional,2015,RaleighGreensboro
32,2015-05-17,1.16,264908.94,77565.86,64994.1,41158.83,81190.15,80610.84,579.31,0.0,conventional,2015,RaleighGreensboro
33,2015-05-10,1.11,267655.62,76699.18,60772.22,37794.41,92389.81,91891.14,498.67,0.0,conventional,2015,RaleighGreensboro
34,2015-05-03,1.01,335464.54,70984.75,108604.01,80829.91,75045.87,73838.89,1147.26,59.72,conventional,2015,RaleighGreensboro
35,2015-04-26,1.16,259623.56,75695.92,62292.95,38961.11,82673.58,81554.51,978.79,140.28,conventional,2015,RaleighGreensboro
36,2015-04-19,1.13,255436.55,67458.77,58452.52,36476.98,93048.28,92654.74,393.54,0.0,conventional,2015,RaleighGreensboro
37,2015-04-12,1.1,274985.46,71379.06,72736.73,37443.69,93425.98,92113.02,1312.96,0.0,conventional,2015,RaleighGreensboro
38,2015-04-05,1.12,245491.91,68933.47,53335.28,37207.47,86015.69,85179.62,836.07,0.0,conventional,2015,RaleighGreensboro
39,2015-03-29,1.23,238992.24,56270.21,71237.73,44155.0,67329.3,66273.35,1055.95,0.0,conventional,2015,RaleighGreensboro
40,2015-03-22,1.19,244658.35,78241.83,60049.35,37929.9,68437.27,67695.64,741.63,0.0,conventional,2015,RaleighGreensboro
41,2015-03-15,1.18,252527.34,66629.12,71027.65,46569.19,68301.38,68114.58,186.8,0.0,conventional,2015,RaleighGreensboro
42,2015-03-08,1.24,198900.07,41324.65,54059.83,37877.54,65638.05,65493.35,144.7,0.0,conventional,2015,RaleighGreensboro
43,2015-03-01,1.2,216841.43,57245.09,55213.6,36330.01,68052.73,67743.53,309.2,0.0,conventional,2015,RaleighGreensboro
44,2015-02-22,1.11,258728.48,65910.74,69081.33,69371.34,54365.07,53806.04,559.03,0.0,conventional,2015,RaleighGreensboro
45,2015-02-15,1.21,230632.14,66005.8,55126.76,48502.71,60996.87,49618.45,11378.42,0.0,conventional,2015,RaleighGreensboro
46,2015-02-08,1.14,222483.88,68078.13,47671.39,33712.03,73022.33,62051.18,10971.15,0.0,conventional,2015,RaleighGreensboro
47,2015-02-01,0.99,344288.82,79507.9,115316.24,88450.29,61014.39,41191.91,19822.48,0.0,conventional,2015,RaleighGreensboro
48,2015-01-25,1.16,233277.19,61158.75,59374.75,36067.46,76676.23,63206.25,13469.98,0.0,conventional,2015,RaleighGreensboro
49,2015-01-18,1.22,204504.99,48613.54,55881.05,39543.93,60466.47,46298.95,14167.52,0.0,conventional,2015,RaleighGreensboro
50,2015-01-11,1.24,205760.67,43986.78,54185.12,41272.69,66316.08,50818.2,15497.88,0.0,conventional,2015,RaleighGreensboro
51,2015-01-04,1.2,221086.46,53316.16,72178.46,39928.01,55663.83,44040.64,11623.19,0.0,conventional,2015,RaleighGreensboro
0,2015-12-27,0.98,161577.6,46837.66,67974.89,5986.26,40778.79,40770.1,3.44,5.25,conventional,2015,RichmondNorfolk
1,2015-12-20,0.99,158870.28,45598.33,73851.02,5425.25,33995.68,33982.55,5.25,7.88,conventional,2015,RichmondNorfolk
2,2015-12-13,0.98,174380.77,57804.67,75113.57,7096.7,34365.83,34365.83,0.0,0.0,conventional,2015,RichmondNorfolk
3,2015-12-06,0.98,176731.22,65474.44,77494.48,7028.58,26733.72,26727.63,6.09,0.0,conventional,2015,RichmondNorfolk
4,2015-11-29,0.99,140939.78,46757.26,65442.13,5499.99,23240.4,23240.4,0.0,0.0,conventional,2015,RichmondNorfolk
5,2015-11-22,1.01,148242.89,44462.58,69493.08,6545.55,27741.68,27736.4,2.64,2.64,conventional,2015,RichmondNorfolk
6,2015-11-15,0.94,198934.23,57421.46,101470.66,9940.86,30101.25,29466.63,634.62,0.0,conventional,2015,RichmondNorfolk
7,2015-11-08,0.95,202831.97,83635.77,76222.46,12315.03,30658.71,29783.15,875.56,0.0,conventional,2015,RichmondNorfolk
8,2015-11-01,1.0,212854.47,72020.73,93880.64,16391.8,30561.3,29676.86,884.44,0.0,conventional,2015,RichmondNorfolk
9,2015-10-25,1.02,180316.1,68613.89,70131.72,13184.36,28386.13,27568.35,817.78,0.0,conventional,2015,RichmondNorfolk
10,2015-10-18,1.0,217221.23,70405.4,106053.96,13205.22,27556.65,27252.31,280.0,24.34,conventional,2015,RichmondNorfolk
11,2015-10-11,1.01,192231.47,61756.93,85083.67,16004.59,29386.28,28741.43,617.78,27.07,conventional,2015,RichmondNorfolk
12,2015-10-04,1.04,200821.29,67267.71,91381.65,11357.4,30814.53,30425.15,389.38,0.0,conventional,2015,RichmondNorfolk
13,2015-09-27,0.97,203675.17,61853.71,101484.98,16430.71,23905.77,23139.55,766.22,0.0,conventional,2015,RichmondNorfolk
14,2015-09-20,1.04,195742.46,76712.59,72627.68,11692.02,34710.17,34070.17,640.0,0.0,conventional,2015,RichmondNorfolk
